,Unnamed: 0,text,names,Date,FG,3P,FGA,PTS,Result,EFG
7720,7720,Carrol!! https://t.co/nEuj9Rl3WG,Luka Doncic,2018-12-10,2.0,0.0,11.0,7.0,W ,0.1818181818181818
7721,7721,what about @9FelipeReyes ?🤔🤔😂😂 @JayceeCarroll https://t.co/CJbuUvC7H0,Luka Doncic,2018-12-19,3.0,0.0,2.0,1.0,W,1.5
7722,7722,Thanks y’all!!❤️🙌💯🙏 https://t.co/zHd8Dp9eVi,Luka Doncic,2019-01-03,3.0,0.0,6.0,4.0,W,0.5
7723,7723,#halamadrid always💯💯 https://t.co/YQYocGNTpm,Luka Doncic,2019-01-12,3.0,0.0,2.0,6.0,L,1.5
7724,7724,for sure!!! you can count on it!!!💯 #trombastrong https://t.co/SN6Eaei1SK,Luka Doncic,2019-01-17,3.0,0.0,6.0,6.0,L,0.5
7725,7725,what a picture! #2Legends https://t.co/nbwouOELdN,Luka Doncic,2019-01-17,3.0,0.0,6.0,4.0,L,0.5
7726,7726,Congrats @_dmacon4 https://t.co/bIy0jBdaZV,Luka Doncic,2019-01-20,3.0,1.0,9.0,2.0,W,0.3888888888888889
7727,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7728,7728,whatever you need my guy!! #trombastrong https://t.co/6VQjOPN5nx,Luka Doncic,2019-02-03,3.0,1.0,2.0,1.0,W,1.75
7729,7729,"post the whole article then, i said that beacuse the court is smaller and there is no rule for 3 def seconds in the zone! thank you https://t.co/zei1qJQu3Q",Luka Doncic,2019-02-09,3.0,0.0,9.0,5.0,L,0.3333333333333333
7730,7730,#ad Come by @champssports in the Northlake Mall in Charlotte today from 7:30pm-8:30pm to say hi! @NBA https://t.co/2ZLEhIVjmQ,Luka Doncic,2019-02-14,3.0,1.0,4.0,5.0,L,0.875
7731,7731,#ad Are you ready for #StateFarmSaturday? I know I am. Don’t forget to tune in on 2/16 at 8pm EST!,Luka Doncic,2019-02-15,3.0,0.0,6.0,4.0,L,0.5
7732,7732,i never knew that i could jump that high 🤷🏼‍♂️😂😂😂 https://t.co/QuSj0Ib4un,Luka Doncic,2019-02-16,3.0,0.0,5.0,0.0,L,0.6
7733,7733,DIRK MVP😜😜💯💯🔥🔥,Luka Doncic,2019-02-18,3.0,0.0,7.0,4.0,L,0.4285714285714285
7734,7734,#ad I hope everyone had an amazing #StateFarmSaturday and #NBAAllStar! I know I did! https://t.co/fiqnCi5TPG,Luka Doncic,2019-02-19,3.0,0.0,9.0,4.0,L,0.3333333333333333
7735,7735,#ad had a great time at #StateFarmSaturday! Looking forward to the next #NBAAllStar https://t.co/KW25WbTrXr,Luka Doncic,2019-02-19,3.0,0.0,1.0,7.0,L,3.0
7736,7736,go play in europe 🤷🏼‍♂️😂✌️ https://t.co/2o2VPbwnYX,Luka Doncic,2019-02-21,3.0,1.0,9.0,6.0,L,0.3888888888888889
7737,7737,congrats!!! more points coming soon!💯💯 https://t.co/ET9aXAVpPr,Luka Doncic,2019-03-21,4.0,2.0,19.0,13.0,L ,0.2631578947368421
7738,7738,🙏🙏 nurkic!!,Luka Doncic,2019-03-26,9.0,0.0,20.0,28.0,L ,0.45
7739,7739,Thanks to @Fanatics I got to be a part of the #FanaticsAMASeries! Check out  answers here:  https://t.co/X2YheZc47K,Luka Doncic,2019-03-28,6.0,3.0,18.0,19.0,L ,0.4166666666666667
7740,7740,game daaay 💯💯🏀 @Goran_Dragic 😜😜 https://t.co/rhIFSjYttt,Luka Doncic,2019-03-28,6.0,3.0,18.0,19.0,L ,0.4166666666666667
7741,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7742,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7743,7743,great tournament... you should be proud!💯💯 https://t.co/sBv2OdiSZN,Luka Doncic,2019-04-09,6.0,2.0,14.0,21.0,W ,0.5
7744,7744,Let’s GO! Texas Tech!👏🏼💯,Luka Doncic,2019-04-09,6.0,2.0,14.0,21.0,W ,0.5
7745,7745,where and when can i watch game of thrones? 🤷🏼‍♂️🤷🏼‍♂️😜,Luka Doncic,2019-04-14,3.0,1.0,6.0,5.0,L,0.5833333333333334
7746,7746,"I've heard Texas is close to start the construction of a high-speed rail. I've taken @Renfe HS trains in Spain and I can tell you they are great. Safe, fast, punctual and relaxing for big guys!",Luka Doncic,2019-04-16,3.0,0.0,3.0,6.0,L,1.0
7747,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7748,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7749,7749,❤️❤️ true!! https://t.co/rkpQa0P9Du,Luka Doncic,2019-05-15,3.0,0.0,2.0,2.0,W,1.5
7750,7750,i look older 😂😂😂😂😂 https://t.co/5rG88VNlBn,Luka Doncic,2019-05-28,3.0,0.0,7.0,5.0,W,0.4285714285714285
7751,7751,😂😂😂😂 that wasn’t me 🤔🤷🏼‍♂️🤷🏼‍♂️ https://t.co/deq53OBIl1,Luka Doncic,2019-05-29,3.0,1.0,8.0,1.0,W,0.4375
7752,7752,next time i will warm up before 😜😜😜 @SteveNash https://t.co/ECceeQcjDG,Luka Doncic,2019-06-03,3.0,0.0,4.0,4.0,L,0.75
7753,7753,WELCOME!💯👏🏼 https://t.co/8WugiCd4dL,Luka Doncic,2019-06-22,3.0,1.0,3.0,1.0,L,1.1666666666666667
7754,7754,🙏THANK YOU🙏 https://t.co/PsNzx0xHPK,Luka Doncic,2019-06-25,3.0,0.0,4.0,2.0,L,0.75
7755,7755,"Never been treated so poorly before by an airline. Booked business travel for me and my family and @lufthansa will not honor our tickets. We’ve been reassigned to Economy class, no idea why and they gave us back only the 20% of our money from the business ticket. 🤦‍♂️ thank you!",Luka Doncic,2019-06-26,3.0,0.0,6.0,2.0,W,0.5
7756,7756,"My thoughts are with you!!! Keep fighting young man and stay strong, you can battle it out🙏🙏 @Joey_Tromba",Luka Doncic,2019-07-01,3.0,0.0,4.0,3.0,L,0.75
7757,7757,moj brat❤️❤️❤️ https://t.co/PhTqy7fCKr,Luka Doncic,2019-07-14,3.0,0.0,1.0,6.0,L,3.0
7758,7758,fast recovery!!! 🙏🙏 @boogiecousins,Luka Doncic,2019-08-15,3.0,1.0,7.0,0.0,L,0.5
7759,7759,krroooooooss!!!🙌🔥🔥,Luka Doncic,2019-08-17,3.0,0.0,7.0,7.0,W,0.4285714285714285
7760,7760,Great news my guy!! you deserve the best! https://t.co/DYvq7DeDwC,Luka Doncic,2019-08-29,3.0,0.0,3.0,1.0,W,1.0
7761,7761,buckets! @50Mejri 🔥🙌 https://t.co/pPvo3XPUvQ,Luka Doncic,2019-09-02,3.0,0.0,8.0,5.0,W,0.375
7762,7762,Khabib is too good!,Luka Doncic,2019-09-07,3.0,0.0,8.0,7.0,L,0.375
7763,7763,LETS GO COWBOYS!!,Luka Doncic,2019-09-08,3.0,1.0,4.0,5.0,L,0.875
7764,7764,i guess airlines dont like me 😂😂🤦🏼‍♂️🤦🏼‍♂️ @AmericanAir https://t.co/MqHHxCPuIF,Luka Doncic,2019-09-10,3.0,0.0,5.0,6.0,W,0.6
7765,7765,that was sooo fake @swish41 🤦🏼‍♂️😌😂😂😂 https://t.co/ViLTC48iQp,Luka Doncic,2019-09-17,3.0,0.0,6.0,7.0,W,0.5
7766,7766,campeones!!!!!🙌🙌🙌🙌 #halamadrid,Luka Doncic,2019-09-22,3.0,0.0,2.0,2.0,W,1.5
7767,7767,PLEASE HELP!!🙏🙏 https://t.co/723Zgk3FpH,Luka Doncic,2019-09-26,3.0,0.0,2.0,0.0,L,1.5
7768,7768,Does at&amp;t has bein sport??😂,Luka Doncic,2019-09-28,3.0,0.0,3.0,6.0,L,1.0
7769,7769,thank you mavs fans!!!’ let’s go!🙌 https://t.co/zzy76XTnBf,Luka Doncic,2019-10-06,3.0,1.0,2.0,3.0,W,1.75
7770,7770,the best fans!!!! #mffl https://t.co/hvKNc3zH57,Luka Doncic,2019-10-06,3.0,0.0,8.0,0.0,W,0.375
7771,7771,steph🔥🔥🔥,Luka Doncic,2019-10-11,3.0,0.0,2.0,6.0,W,1.5
7772,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7773,7773,can somebody find the video of @MaxiKleber layup? so i can post it ... thanks people!😂😂,Luka Doncic,2019-10-15,3.0,0.0,7.0,2.0,W,0.4285714285714285
7774,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7775,7775,it was beacuse that was my first point in 6 games😂😂😂🤦🏼‍♂️ https://t.co/LdWkuyPDDz,Luka Doncic,2019-10-21,3.0,0.0,5.0,4.0,L,0.6
7776,7776,all respect @RealDealBeal23 💪 https://t.co/sVSK2UVtpo,Luka Doncic,2019-10-24,3.0,0.0,8.0,0.0,L,0.375
7777,7777,congrats @cediosman 💪💪 https://t.co/4jJzdS6mVE,Luka Doncic,2019-10-25,10.0,3.0,19.0,25.0,W ,0.6052631578947368
7778,7778,go off @TheTraeYoung 🔥🔥🔥🤷🏼‍♂️,Luka Doncic,2019-10-27,8.0,2.0,22.0,29.0,L ,0.4090909090909091
7779,7779,lucky shots @mcuban 😂😂 https://t.co/SPVpoRMMpu,Luka Doncic,2019-11-01,10.0,4.0,23.0,31.0,L ,0.5217391304347826
7780,7780,caption this😂😂😂😂 @BobanMarjanovic https://t.co/dmPUnLRIrw,Luka Doncic,2019-11-03,9.0,5.0,17.0,29.0,W ,0.6764705882352942
7781,7781,this game is nice!🔥,Luka Doncic,2019-11-03,9.0,5.0,17.0,29.0,W ,0.6764705882352942
7782,7782,my man 💪💪 @Joey_Tromba https://t.co/hKsytQIOAS,Luka Doncic,2019-11-04,3.0,1.0,6.0,5.0,W,0.5833333333333334
7783,7783,great win!! @dallascowboys,Luka Doncic,2019-11-05,3.0,0.0,8.0,1.0,L,0.375
7784,7784,halftime report on tnt is the best show 😂😂😂😂 @SHAQ @NBAonTNT,Luka Doncic,2019-11-08,13.0,3.0,26.0,38.0,L ,0.5576923076923077
7785,7785,not in @waltertavares22 house🤷🏼‍♂️😂💪,Luka Doncic,2019-11-14,10.0,3.0,23.0,33.0,L ,0.5
7786,7786,great game to watch!🙌,Luka Doncic,2019-11-21,3.0,0.0,8.0,7.0,W,0.375
7787,7787,Bounce back!,Luka Doncic,2019-11-27,3.0,0.0,7.0,5.0,L,0.4285714285714285
7788,7788,Made my day!🙌❤️ https://t.co/J3nZ8BrsmS,Luka Doncic,2019-12-02,3.0,0.0,7.0,6.0,W,0.4285714285714285
7789,7789,lets go!! @dallascowboys,Luka Doncic,2019-12-06,3.0,1.0,1.0,1.0,W,3.5
7790,7790,Great W !! 💪💪🤷🏼‍♂️😂,Luka Doncic,2019-12-17,3.0,0.0,6.0,1.0,L,0.5
7791,7791,seeethh🔥🔥,Luka Doncic,2019-12-17,3.0,0.0,5.0,4.0,L,0.6
7792,7792,1 more to go!! #mffl💪,Luka Doncic,2019-12-17,3.0,0.0,3.0,1.0,L,1.0
7793,7793,keep going!!🔥🔥🔥,Luka Doncic,2019-12-17,3.0,1.0,9.0,6.0,L,0.3888888888888889
7794,7794,very bad pass @TreyThompkins better finish 😂😂😂😂 https://t.co/Wg5k6tBzb0,Luka Doncic,2019-12-22,3.0,0.0,2.0,4.0,L,1.5
7795,7795,Good to be back!!! great home win!! thank you fans💪💪💪,Luka Doncic,2019-12-27,3.0,1.0,6.0,0.0,L,0.5833333333333334
7796,7796,alarm set for El classico tomorrow!!! #HalaMadrid 💪🏀⚪️ https://t.co/qd0loBGMys,Luka Doncic,2019-12-29,5.0,0.0,14.0,19.0,L ,0.3571428571428571
7797,7797,Great road win!! one more tomorrow!💪💪 #mffl,Luka Doncic,2019-12-29,5.0,0.0,14.0,19.0,L ,0.3571428571428571
7798,7798,congrats @mcuban 💪 to many more😃 https://t.co/dbuIiesTWf,Luka Doncic,2020-01-04,14.0,5.0,32.0,39.0,L ,0.515625
7799,7799,"Hi, guys!

I am proud to be an ambassador of my beautiful home country @SloveniaInfo . 💚 

What do you know about #Slovenia? Have you visited it yet? 

I guarantee it will take your breath away! 🙂 #ifeelsLOVEnia",Luka Doncic,2020-01-18,3.0,1.0,9.0,5.0,L,0.3888888888888889
7800,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7801,7801,crazy😂,Luka Doncic,2020-01-19,3.0,1.0,6.0,0.0,L,0.5833333333333334
7802,7802,Dame going off!!🔥,Luka Doncic,2020-01-21,12.0,3.0,26.0,36.0,L ,0.5192307692307693
7803,7803,prayers up for my guy!!! @DwightPowell33 you will come back stronger🙏🙏 https://t.co/cCAorXuhuM,Luka Doncic,2020-01-22,3.0,1.0,5.0,0.0,L,0.7
7804,7804,🙏🙏🙏🙏🙏🙏 this is so sad! RIP💔💔💔 https://t.co/5ykf0drVSG,Luka Doncic,2020-01-26,3.0,0.0,9.0,4.0,L,0.3333333333333333
7805,7805,please NO https://t.co/mNXbmZSTF5,Luka Doncic,2020-01-26,3.0,0.0,7.0,1.0,L,0.4285714285714285
7806,7806,this can’t be trueee!!🙏🙏🙏,Luka Doncic,2020-01-26,3.0,1.0,6.0,3.0,L,0.5833333333333334
7807,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7808,7808,by far the hardest game i ever had to play!! still can’t believe it!! always with us!🙏🙏🙏 #RIP https://t.co/PscNbfLain,Luka Doncic,2020-01-28,7.0,1.0,15.0,21.0,L ,0.5
7809,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7810,7810,That half time show😁👏🏼👀,Luka Doncic,2020-02-03,3.0,0.0,5.0,3.0,L,0.6
7811,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7812,7812,no chance! people dont know how hard is to play handball🤷🏼‍♂️ https://t.co/SzJglTFpit,Luka Doncic,2020-02-05,3.0,0.0,3.0,2.0,W,1.0
7813,7813,should be able to challenge that !!!,Luka Doncic,2020-02-08,3.0,1.0,8.0,0.0,W,0.4375
7814,7814,how you miss that call?🤷🏼‍♂️,Luka Doncic,2020-02-08,3.0,1.0,3.0,7.0,W,1.1666666666666667
7815,7815,"Slovenia 💚 The only country in the world with LOVE in its name.

Can you spot the heart among the vineyards?

#ifeelsLOVEnia @SloveniaInfo https://t.co/LdtQv9nS7z",Luka Doncic,2020-02-14,3.0,1.0,4.0,4.0,L,0.875
7816,7816,talking about soccer of course! 😂💪 @SteveNash https://t.co/ALwLGenWoy,Luka Doncic,2020-02-14,3.0,0.0,3.0,7.0,L,1.0
7817,7817,what a game 🔥😁,Luka Doncic,2020-02-14,3.0,0.0,3.0,0.0,L,1.0
7818,7818,CAMPEONES!!! #halamadrid 🔥🔥🔥 https://t.co/053PYk2qvQ,Luka Doncic,2020-02-16,3.0,0.0,3.0,7.0,W,1.0
7819,7819,what? 🤷🏼‍♂️,Luka Doncic,2020-02-16,3.0,0.0,1.0,1.0,W,3.0
7820,7820,Great road W!! good to be back✊💪 #mffl https://t.co/Wvp24hpByZ,Luka Doncic,2020-02-22,3.0,0.0,1.0,7.0,L,3.0
7821,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7822,7822,yessirrrr @kporzee 💪💪💪 #mffl https://t.co/4mmndAGhM4,Luka Doncic,2020-03-02,8.0,1.0,20.0,23.0,L ,0.425
7823,7823,"Here it is, my homeland, Slovenia #ifeelsLOVEnia https://t.co/jn3zQFB30n",Luka Doncic,2020-03-07,3.0,0.0,4.0,6.0,L,0.75
7824,7824,more than basketball 🙏 #mffl https://t.co/55Rlks7Eeq,Luka Doncic,2020-03-08,13.0,4.0,26.0,36.0,L ,0.5769230769230769
7825,7825,what a nice day in Dallas ! 😊😊,Luka Doncic,2020-03-11,10.0,2.0,22.0,28.0,W ,0.5
7826,7826,2020 is being very bad year!! stay safe folks🙏,Luka Doncic,2020-03-12,3.0,0.0,3.0,4.0,W,1.0
7827,7827,who can help me set up streams? 😁😁 what do i need?,Luka Doncic,2020-03-14,3.0,0.0,8.0,0.0,W,0.375
7828,7828,can somebody tell @jalenbrunson1 to stop tweeting that much?🤷🏼‍♂️🤦🏼‍♂️,Luka Doncic,2020-03-17,3.0,0.0,7.0,6.0,L,0.4285714285714285
7829,7829,best captions on this photo?😂😂😂😂😂😂😂😂 https://t.co/qiU06BxJR8,Luka Doncic,2020-03-18,3.0,0.0,8.0,3.0,L,0.375
7830,7830,7-3 maybe next time @jalenbrunson1 🙂🙂🙂🙂,Luka Doncic,2020-03-18,3.0,0.0,5.0,3.0,L,0.6
7831,7831,tune in... easy W!! https://t.co/IHpiCBnF9i,Luka Doncic,2020-03-18,3.0,1.0,5.0,0.0,L,0.7
7832,7832,sLOVEnia!❤️🙏 https://t.co/9PszBLoKZt,Luka Doncic,2020-03-20,3.0,0.0,4.0,2.0,W,0.75
7833,7833,Thank you! 💪🙏 https://t.co/6FLkrBAjYg,Luka Doncic,2020-03-24,3.0,0.0,1.0,3.0,L,3.0
7834,7834,This Tweet from @luka7doncic has been withheld in response to a report from the copyright holder. Learn more.,Luka Doncic,2020-03-31,3.0,0.0,4.0,0.0,L,0.75
7835,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7836,7836,also which TV show u guys recommend on Netflix? 😃 i watched so many and can’t decide what’s next😂,Luka Doncic,2020-04-01,3.0,0.0,2.0,5.0,W,1.5
7837,7837,what do you guys think about tiger king? 😜,Luka Doncic,2020-04-01,3.0,0.0,6.0,1.0,W,0.5
7838,7838,sorry about the video i posted!! didn’t see the bad world !!🙏🙏 i would never share something like that,Luka Doncic,2020-04-01,3.0,1.0,8.0,5.0,W,0.4375
7839,7839,The last dance!😎😍,Luka Doncic,2020-04-20,3.0,1.0,4.0,3.0,W,0.875
7840,7840,They put me in a video game!! Air Jordan 1 Mindfulness Available Thursday. https://t.co/KCKxwZRmbR,Luka Doncic,2020-04-29,3.0,0.0,5.0,0.0,W,0.6
7841,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7842,7842,I’m excited to be back in Dallas with my teammates and finish the season. My family and I are grateful for the support we received from Ambassador Lynda Blanchard and the Embassy when I came home to Slovenia. I appreciate it very much. @USEmbassySLO,Luka Doncic,2020-06-25,3.0,0.0,8.0,4.0,W,0.375
7843,7843,CAMPEONES!!!💪💪💪💪,Luka Doncic,2020-07-16,3.0,0.0,3.0,4.0,L,1.0
7844,7844,never touched it.... https://t.co/omPLvKSew8,Luka Doncic,2020-07-18,3.0,0.0,9.0,1.0,L,0.3333333333333333
7845,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7846,7846,PG13 a problem! always been,Luka Doncic,2020-07-31,11.0,1.0,27.0,28.0,L ,0.4259259259259259
7847,7847,way to come back!!! step by step! #mffl 🙏💪,Luka Doncic,2020-08-04,12.0,2.0,24.0,34.0,W ,0.5416666666666666
7848,7848,Bounce back!! #mffl #Believe 💪💪,Luka Doncic,2020-08-26,3.0,1.0,6.0,0.0,W,0.5833333333333334
7849,7849,thank you Dallas for an amazing season! #mffl 💙🙏 https://t.co/4oeeKPi5K6,Luka Doncic,2020-08-31,3.0,1.0,7.0,1.0,W,0.5
7850,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7851,7851,"The #AirJordan XXXV is here, gonna have some fun with this one 😁 @Jumpman23. #JUMPMAN https://t.co/MATAQiC6T5",Luka Doncic,2020-09-24,3.0,0.0,5.0,5.0,W,0.6
7852,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7853,7853,true! https://t.co/qKf7kc4AOF,Luka Doncic,2020-10-23,3.0,1.0,4.0,3.0,L,0.875
7854,7854,concert with @BobanMarjanovic 😂😂😍😅 https://t.co/HlNoowpFx7,Luka Doncic,2020-10-27,3.0,0.0,7.0,3.0,W,0.4285714285714285
7855,7855,well deserved!!👏🏼👏🏼 https://t.co/yWHWzsSc6A,Luka Doncic,2020-10-28,3.0,0.0,4.0,3.0,L,0.75
7856,7856,Good night @jalenbrunson1 ... get some sleep! See u tomorrow:) only positive vibes 😊😂,Luka Doncic,2020-12-04,3.0,1.0,3.0,7.0,L,1.1666666666666667
7857,7857,Slow 😂😂😂😂 https://t.co/nJYNPOOiM5,Luka Doncic,2020-12-15,3.0,1.0,1.0,1.0,W,3.5
7858,7858,Game time!  🙏😁 year 3 on the way🙌💪🏻,Luka Doncic,2020-12-24,3.0,0.0,6.0,3.0,W,0.5
7859,7859,Snow in Dallas!!😳😳,Luka Doncic,2021-01-10,3.0,1.0,8.0,2.0,W,0.4375
7860,7860,Increible!! Muchas gracias a todos!! Muchas emociones viendo esto y de verdad muchas gracias!💪🏻💪🏻 #HalaMadrid ❤️ https://t.co/Zn3yQslx5K,Luka Doncic,2021-01-22,13.0,4.0,28.0,36.0,W ,0.5357142857142857
7861,7861,Thank you for all of the birthday wishes. ! 😊😊,Luka Doncic,2021-03-01,12.0,5.0,22.0,33.0,W ,0.6590909090909091
7862,7862,"Just got my official @BioSteelSports email set up, feel free to drop me a line for any hydration tips doncic@biosteel.com https://t.co/Zfjiia36pZ",Luka Doncic,2021-03-03,3.0,0.0,3.0,6.0,L,1.0
7863,7863,"Very excited to announce my new role and partnership as Global Chief Hydration Officer with @BioSteelSports. Check out my official LinkedIn page (That makes me official, right @mcuban?) #TeamBioSteel #ItsJustTheTruth
https://t.co/6bfSLNHemZ https://t.co/epmHygHJcn",Luka Doncic,2021-03-03,3.0,0.0,7.0,5.0,L,0.4285714285714285
7864,7864,"Family, for a reason. #JUMPMAN https://t.co/QoQXs9Oy2f",Luka Doncic,2021-03-05,3.0,0.0,5.0,1.0,W,0.6
7865,7865,Congrats!!! @dak 👏👏,Luka Doncic,2021-03-09,3.0,1.0,3.0,1.0,L,1.1666666666666667
7866,7866,THANK YOU to all healthcare workers. Appreciate all you do! 🙏🙏 https://t.co/co3aRdfpUG,Luka Doncic,2021-03-23,3.0,0.0,4.0,0.0,W,0.75
7867,7867,Muchas gracias!!!! #HalaMadrid 🙏🙏 https://t.co/hfNAhZ1TJ8,Luka Doncic,2021-03-23,3.0,1.0,3.0,7.0,W,1.1666666666666667
7868,7868,just got mine 😂😂 never reselling https://t.co/yuS2ROjPsm,Luka Doncic,2021-04-06,3.0,1.0,8.0,0.0,W,0.4375
7869,7869,"Wow, Number 1 sold!  Thank You. You can see the next 2 here at https://t.co/mtQlxfIEiD

And my BFFL is up next @BobanMarjanovic
https://t.co/D40GAuswnn",Luka Doncic,2021-04-14,10.0,3.0,20.0,29.0,W ,0.575
7870,7870,"What’s retro yet 🔥? My pin badge NFT 🏀
https://t.co/GlCDQEki9H https://t.co/UDq04DUjxl",Luka Doncic,2021-04-14,10.0,3.0,20.0,29.0,W ,0.575
7871,7871,Dallas. Let’s go!! https://t.co/JwJDGtDz3V,Luka Doncic,2021-04-16,7.0,2.0,16.0,22.0,L ,0.5
7872,7872,welcome to Dallas! https://t.co/f6sDPuMOH7,Luka Doncic,2021-04-16,7.0,2.0,16.0,22.0,L ,0.5
7873,7873,My guy 👊@MavrelloB https://t.co/CILNcffr5l,Luka Doncic,2021-05-12,12.0,7.0,24.0,33.0,W ,0.6458333333333334
7874,7874,"This is what playoffs are about, so fun to watch man!🙌🙌🙌",Luka Doncic,2021-05-24,3.0,0.0,1.0,7.0,L,3.0
7875,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7876,7876,Thank you 🙏🙏 year 3 ✅ https://t.co/PpPnzqmaC8,Luka Doncic,2021-06-16,3.0,0.0,1.0,4.0,W,3.0
7877,7877,Thank you for everything! #idol #7💯🙌 https://t.co/MFAqwMMipc,Luka Doncic,2021-06-26,3.0,0.0,7.0,2.0,L,0.4285714285714285
7878,7878,No words needed! What a team❤️🇸🇮 #mislovenci https://t.co/O8pebdbZdA,Luka Doncic,2021-07-04,3.0,1.0,7.0,3.0,L,0.5
7879,7879,Thank you for this honor Dallas County and MFFLs. 🙏🙏,Luka Doncic,2021-07-06,3.0,0.0,9.0,5.0,L,0.3333333333333333
7880,7880,Congrats my guy🙌🙌🙌 https://t.co/IJLhUY4ohJ,Luka Doncic,2021-07-11,3.0,0.0,2.0,0.0,W,1.5
7881,7881,congrats my guy 👏👏 https://t.co/9XKJKuhhuP,Luka Doncic,2021-07-14,3.0,0.0,7.0,5.0,L,0.4285714285714285
7882,7882,Huge honor to be on the cover of #NBA2K22. Thanks @NBA2K! https://t.co/ptIhpVNUdN,Luka Doncic,2021-07-14,3.0,0.0,8.0,4.0,L,0.375
7883,7883,First one🙏🇸🇮❤️ #miSlovenci #Olympics https://t.co/npwKb6YqAv,Luka Doncic,2021-07-26,3.0,0.0,4.0,7.0,W,0.75
7884,7884,Hey @Olympics how can we go watch tennis semifinals?😊 please help 😁😁,Luka Doncic,2021-07-30,3.0,0.0,2.0,0.0,L,1.5
7885,7885,What an honor to represent this country❤️❤️❤️🇸🇮🇸🇮🇸🇮 https://t.co/wYqK7IXRTq,Luka Doncic,2021-08-01,3.0,1.0,9.0,3.0,W,0.3888888888888889
7886,7886,"Top 4 in the world, a country of 2M people! What a feeling! 🇸🇮🇸🇮🇸🇮❤️❤️❤️ #mislovenci https://t.co/bK0woXuDRT",Luka Doncic,2021-08-03,3.0,0.0,9.0,5.0,W,0.3333333333333333
7887,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7888,7888,Incredible 👏👏👏 @alcarazcarlos03,Luka Doncic,2021-09-03,3.0,0.0,6.0,5.0,W,0.5
7889,7889,What an honor to partner with 2K Foundations and rebuild my childhood courts. Thank you! https://t.co/k7zYfD4OJD,Luka Doncic,2021-09-04,3.0,0.0,1.0,5.0,W,3.0
7890,7890,"#NBA2K22 is out now, first person to redeem this code in their copy will get 1 million VC. https://t.co/LZqbA1l8Xd",Luka Doncic,2021-09-10,3.0,1.0,5.0,0.0,L,0.7
7891,7891,MVP MVP MVP https://t.co/flprq4VvdQ,Luka Doncic,2021-09-12,3.0,0.0,5.0,0.0,L,0.6
7892,7892,Have a great night everybody specially to my guy @jalenbrunson1 😊😊😊😂😂😂 #CowboysWin,Luka Doncic,2021-09-28,3.0,1.0,6.0,2.0,W,0.5833333333333334
7893,7893,Anybody knows when is Overwatch 2 coming out?😊,Luka Doncic,2021-10-15,3.0,1.0,7.0,1.0,L,0.5
7894,7894,Let’s GO!!!! @dallascowboys,Luka Doncic,2021-10-17,3.0,0.0,5.0,6.0,L,0.6
7895,7895,What a game !!,Luka Doncic,2021-10-17,3.0,0.0,9.0,2.0,L,0.3333333333333333
7896,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7897,7897,BIG WIN!!! Let’s gooo!! #cowboys,Luka Doncic,2021-11-01,3.0,0.0,3.0,6.0,W,1.0
7898,7898,Can’t wait for tonight. So much respect for you @swish41! Thank you for everything. What a player but most importantly what a great person!  #41Forever 💯❤️ https://t.co/AHUcrHO3Ac,Luka Doncic,2022-01-05,7.0,2.0,18.0,26.0,W ,0.4444444444444444
7899,7899,Great interview with my guy @MartySmithESPN  https://t.co/0IfG5ufSzs,Paul George,2017-11-02,3.0,1.0,6.0,6.0,W,0.5833333333333334
7900,7900,YOUR CITY.  YOUR TEAM.  YOUR CAP.  Get your #NBA Official On-Court Collection City Series cap now at https://t.co/DBh19Dey1K #neweracap #neweracap_ambassador https://t.co/1zYgjokTo5,Paul George,2017-12-18,3.0,1.0,13.0,8.0,W ,0.2692307692307692
7901,7901,"As a thank you to all my fans, @DestinyTheGame and I are teaming up for some fun giveaways this holiday season. RT for your chance to win. Rules: https://t.co/zwIc5Ac9Vs #Destiny2Partner https://t.co/uzlulbjCiY",Paul George,2017-12-18,3.0,1.0,13.0,8.0,W ,0.2692307692307692
7902,7902,I think @DestinyTheGame and I need to run this back again. RT for your chance to win some #Destiny2 games now. https://t.co/zwIc5Ac9Vs https://t.co/q4dMXrQcm6,Paul George,2017-12-21,3.0,0.0,6.0,6.0,L,0.5
